id,title,artist,genre,mood_tags,danceability,energy,valence,tempo,loudness,speechiness,acousticness,instrumentalness,liveness,duration_ms,key,mode,time_signature,popularity
Jk0RNFk3V5vnKHmS5FsuoC,Wild Heart,The Skylines,metal,melancholic|tense|happy,0.458,0.704,0.212,170.4,-2.58,0.097,0.158,0.0,0.326,273647,6,0,4,26
CMdyO8uX1XtvCpqQJVvrhn,Silent Memory,Nova Wells,blues,nostalgic|energetic,0.543,0.391,0.378,96.3,-10.72,0.121,0.58,0.362,0.198,210061,4,0,5,54
qwXjrjPdwkARFmHPXGN8aP,Endless Ghost,Rio Blake,pop,dreamy|energetic|tense,0.652,0.841,0.507,113.9,-7.03,0.058,0.124,0.0,0.0,178729,5,0,3,24
V93a2uFbTkEmObXRoH2l6d,Golden Horizon,Sena Vance,blues,happy,0.373,0.387,0.665,82.1,-7.53,0.062,0.571,0.33,0.123,173719,7,1,5,37
gvh5sgDGL1kBxsdZf3Z5zl,Fading Shadow,Cole Frost,reggae,uplifting|happy,0.754,0.698,0.709,100.1,-4.25,0.089,0.339,0.186,0.118,289529,8,1,5,35
H6EvtqYNznlq2js76zzdtF,Neon Bloom,Talia Marsh,r&b,nostalgic,0.699,0.484,0.404,85.8,-7.53,0.044,0.125,0.274,0.086,206909,2,0,4,62
qUpakrg8956Nn7wcGTZaxr,Neon Echo,Cole Knox,pop,happy,0.745,0.848,0.623,147.6,-7.32,0.044,0.222,0.365,0.164,206454,6,1,3,46
auoDL6PTOLKgTwQ5v0FjJT,Restless Ghost,Leo Blake,reggae,happy|uplifting|aggressive,0.718,0.225,0.729,63.1,-9.41,0.0,0.327,0.178,0.182,225860,4,1,4,7
ojLx4trU7VbvUurXOypRif,Sweet Skyline,Ava Cade,latin,romantic|nostalgic,0.699,0.634,0.417,102.4,-4.29,0.228,0.268,0.088,0.348,202245,9,1,5,33
snom0TNP7JVM59HZv0YXju,Sweet City,The Waves,rock,dreamy|aggressive,0.581,0.67,0.573,118.6,-3.19,0.074,0.0,0.133,0.031,217136,9,1,4,21
2ietUGvQEveCrpXZ8eM0l7,Hollow Shadow,The Waves,indie,tense|playful|happy,0.532,0.483,0.672,116.8,-10.22,0.058,0.514,0.0,0.0,274309,1,0,4,57
BaIh0bFtQv6kwtO1I87zhP,Crystal Heart,Cole Lark,classical,sad,0.179,0.288,0.385,91.6,-18.02,0.056,0.971,0.954,0.263,255939,11,1,4,52
pODgnWhf6WLtOi68SDecdm,Hollow Ghost,Ava Wells,blues,sad|dreamy,0.417,0.31,0.206,99.1,-6.62,0.091,0.761,0.034,0.206,306571,7,1,3,75
lW4rlESuQdMbgyZOgvm5OR,Burning Fire,Rio Reyes,r&b,energetic|happy,0.538,0.396,0.464,77.6,-13.35,0.116,0.002,0.0,0.271,234617,5,1,5,36
fsLzmSGAFAIq60qreQX7jh,Radiant Dream,Kai Cade,electronic,tense|uplifting,0.696,0.883,0.505,128.4,-5.55,0.061,0.0,0.49,0.083,290364,6,0,3,45
iwMtSjGpXLSJghjhcvLF3a,Broken Skyline,Talia Marsh,r&b,romantic|dreamy,0.497,0.458,0.629,87.1,-3.33,0.068,0.382,0.012,0.264,177825,0,0,5,57
4taNmro5yTGOXIAKgrJdnb,Burning Light,Nadia Hale,classical,dreamy,0.222,0.174,0.506,89.2,-19.56,0.102,1.0,0.687,0.289,295394,11,1,4,58
9rp0bSqEftlFiUZawfV0mM,Distant Rain,Ezra Blake,indie,playful|uplifting|sad,0.528,0.525,0.328,105.4,-6.49,0.023,0.341,0.021,0.205,195674,2,0,4,50
xf1mDEjEzQMawxwMa3GsQH,Velvet River,The Fires,hip-hop,aggressive|chill,0.84,0.583,0.485,80.6,-11.5,0.176,0.336,0.0,0.188,216158,6,1,4,55
TN1a5WePljz4NKwf84Md20,Hollow Skyline,Ezra Stone,pop,happy|sad,0.784,0.6,0.255,102.3,-0.85,0.088,0.0,0.115,0.0,230846,6,0,4,21
bP7XJXbemBZd06t0KsFqTY,Silent River,Wren Ryder,pop,romantic|melancholic,0.728,0.664,0.562,122.3,-6.24,0.096,0.122,0.0,0.243,209482,10,1,5,31
3B0M7OR8LSLxNdwocqrYoX,Broken Bloom,Kai Cade,metal,nostalgic|tense,0.306,0.865,0.205,154.0,-1.75,0.142,0.059,0.167,0.124,183071,7,0,4,41
hXbXLa51LmQnfHASG1pQLH,Crystal Wave,The Fires,blues,uplifting|nostalgic|aggressive,0.395,0.328,0.257,107.1,-11.43,0.076,1.0,0.338,0.135,236519,7,0,4,34
NFSnr51HzcCR4fDWUFusxX,Midnight Garden,Cole Cade,indie,uplifting|chill|melancholic,0.53,0.465,0.672,119.9,-8.59,0.06,0.427,0.251,0.011,223145,1,1,3,38
L425fpNlehFdVuL1syyLyg,Wild Garden,Iris Hale,indie,aggressive|energetic,0.812,0.705,0.477,121.3,-11.77,0.0,0.36,0.059,0.093,186749,8,1,3,61
4gsU6Up0fS6AVAwhJ4L4LX,Radiant Fire,The Ghosts,rock,happy|melancholic,0.514,0.889,0.495,111.0,-4.49,0.0,0.156,0.0,0.134,207800,11,1,4,46
NrEiKh1vxguQlgLHWmASjn,Midnight Star,The Storms,blues,dreamy|happy,0.553,0.57,0.496,89.7,-10.32,0.041,0.737,0.029,0.185,-1000,8,1,5,49
NOKsKSNr2YOdY6WhTHN0HK,Neon Ghost,Rio Cade,r&b,chill|melancholic|aggressive,0.594,0.526,0.483,105.8,-8.81,0.053,0.235,0.014,0.124,141310,7,0,4,33
nrhEydEM4SHFzEMMp4AUJX,Radiant River,Cole Quinn,country,uplifting,0.404,0.584,0.598,116.7,-4.94,0.026,0.433,0.0,0.0,248273,3,1,4,47
hNcflJblLetm1Kq9jXd5Cq,Bitter Heart,The Oceans,reggae,sad|aggressive|chill,0.634,0.724,0.654,93.1,-9.21,0.095,0.373,0.0,0.207,136702,10,0,4,25
4HH8T8HaBKZD7pX1mHiGEG,Radiant Bloom,Iris Marsh,hip-hop,playful,0.497,0.603,0.517,87.2,-7.34,0.272,0.201,0.106,0.131,179265,0,0,4,36
E2C1broenswYXSxeAnHG90,Bitter Memory,Iris Blake,hip-hop,aggressive,0.611,0.596,0.318,115.0,-8.84,0.163,0.333,0.069,0.277,251103,0,0,4,59
jGht9EgrpJRscgYfv0Osb6,Velvet Echo,Finn Cross,classical,playful,0.169,0.234,0.656,100.1,-18.42,0.012,0.928,0.745,0.113,249039,11,0,3,7
zdNRqUNj4T6ERtxpEMxWPz,Radiant Light,Nadia Cross,r&b,uplifting|tense,0.751,0.525,0.608,105.4,-4.34,0.055,0.217,0.113,0.062,194067,3,0,3,25
cl0H3uudnJ3rRCXZfaAHP1,Radiant Garden,Nova Shaw,jazz,romantic|playful,0.543,0.522,0.691,108.9,-12.74,0.064,0.42,0.406,0.241,242423,6,1,3,47
1Fob1Ieym9sGhfbWvbiXDW,Neon Road,Iris Quinn,blues,happy|uplifting,0.529,0.406,0.704,97.0,-9.57,0.105,0.664,0.172,0.254,198712,10,0,4,56
H60a2YGvCy97kQ3nykpKfA,Electric Memory,Wren Vance,jazz,chill|nostalgic,0.514,0.448,0.231,84.1,-10.87,0.0,0.618,0.346,0.083,196738,4,0,4,31
1nw218EYjYLG0OMJjcYwtf,Lonely Storm,Jax Quinn,indie,sad,0.755,0.475,0.795,107.7,-5.51,0.055,0.239,0.115,0.005,235364,10,0,5,25
c3kOd32V6ekj3gWiwI4YtY,Restless Shadow,Iris Stone,rock,melancholic|playful,0.473,0.721,0.622,117.0,-2.08,0.043,0.217,0.128,0.14,225196,1,0,4,21
Z0gtYfuWEbKMxi3hdWrzZa,Crystal Bloom,Jax Cade,electronic,sad,0.729,0.657,0.523,133.8,-3.87,0.067,0.037,0.425,0.0,279224,7,0,4,29
wdfo0XX6A7Gg1Mt2RX6QxD,Crystal Fire,Cole Quinn,folk,chill|dreamy,0.468,0.32,0.619,89.1,-7.97,0.09,0.967,0.005,0.007,199365,3,1,3,78
KklN7RRmsAzkMCkxU8sJow,Wild Ocean,Wren Shaw,metal,aggressive|chill,0.245,0.933,0.345,107.9,-4.72,0.082,0.031,0.25,0.008,207985,1,1,4,82
4kIzyfKGi4GuNbrcAidKOt,Lonely Rain,The Shadows,indie,dreamy,0.565,0.366,0.731,125.3,-5.37,0.139,0.34,0.113,0.181,192177,6,1,5,47
m9rVGh3wRp5KZZflk56fMa,Wild Echo,Nadia Cross,pop,aggressive|happy,0.839,0.759,0.669,120.8,-3.72,0.048,0.173,0.079,0.05,205181,4,1,4,27
aACaNNOc8xnO3cokAX4YOf,Crystal River,Toma Shaw,latin,happy,0.861,0.716,0.964,103.5,-1.49,0.131,0.13,0.0,0.035,215558,2,0,3,29
UqVON2FKcSP6QvOF9PouGd,Crystal Fire,The Memorys,pop,uplifting,0.654,0.558,0.706,92.2,-8.0,0.096,0.1,0.034,0.097,206644,8,1,3,93
9u6bTA9TETTsXG77O8WhX8,Endless Bloom,,indie,dreamy|energetic,0.544,0.673,0.742,132.6,-8.46,0.0,0.387,0.085,0.034,233069,3,0,3,42
ssLu4DeIenqhdl3MbBh5yK,Electric Star,Wren Hale,pop,playful|happy|melancholic,0.88,0.479,0.613,100.5,-9.81,0.054,0.291,0.0,0.105,156446,2,0,4,71
zIPuT84PFIW3edYwViGLse,Hollow Star,Rio Reyes,r&b,aggressive|uplifting,0.673,0.741,0.411,102.5,-3.9,0.0,0.0,0.254,0.016,196395,7,0,4,46
wnsb9O6ujXtiB91MXNAQ8L,Hollow Wave,Iris Wells,country,uplifting|melancholic|happy,0.369,0.599,0.4,108.3,-7.32,0.0,0.299,0.119,0.179,226465,10,1,5,51
6K940EcnJptgape4gexwFW,Restless Heart,The Memorys,r&b,nostalgic,0.619,0.367,0.387,104.2,-7.83,0.065,0.336,0.0,0.033,253062,4,0,4,23
cjY0YimKXOpPwrdpxCfo2m,Sweet Fire,Talia Knox,folk,uplifting,0.349,0.368,0.655,67.6,-12.72,0.113,0.663,0.101,0.127,183208,3,0,3,54
ydRyBdCTBArFfjrnsUVzP0,Sweet Memory,Wren Stone,hip-hop,aggressive|dreamy|nostalgic,0.804,0.696,0.307,93.3,-3.2,0.216,0.3,0.0,0.04,254314,5,1,5,5
HOj0TfVcNvNlFJ9p4TV6ol,Sweet Road,Nadia Voss,metal,chill|sad,0.365,0.895,0.28,153.8,-6.31,0.067,0.185,0.203,0.386,247509,3,0,3,5
WvGJo0rU4N7Ny2dvjcU6tI,Sweet Shadow,Mira Cade,blues,dreamy|sad|energetic,0.546,0.39,0.181,109.7,-7.02,0.066,0.647,0.137,0.206,217244,2,0,4,33
Ia5XF4zAg7xqwTHVaQ8OBg,Bitter Storm,The Dreams,reggae,aggressive|happy,0.648,0.55,0.453,78.4,-5.48,0.0,0.246,0.168,0.111,218442,8,0,5,23
IrlZgTkiG59MHunXu0q0gq,Lonely Heart,The Waves,hip-hop,energetic|tense,0.641,0.775,0.508,109.7,-4.94,0.181,0.004,0.102,0.1,200569,8,1,4,28
XckuNcsCxsSYEBMfDg9owK,Crystal Dream,Zara Ryder,r&b,tense|dreamy|romantic,0.754,0.437,0.556,89.6,-7.44,0.075,0.119,0.039,0.114,159089,0,0,4,41
ondBxw9QN7ZZCXzepwviTi,Midnight Shadow,Iris Wells,reggae,uplifting,0.747,0.479,0.915,96.6,-8.38,0.08,0.295,0.096,0.225,175601,7,0,4,29
poTShfKGKBJpxtcxiRuPzY,Wild Horizon,Nadia Vance,r&b,aggressive|nostalgic,0.677,0.491,0.529,98.1,-8.24,0.0,0.248,0.126,0.11,174062,10,1,5,19
5QAkjMI5l3XkvawpGzu3mf,Silent Echo,Talia Ryder,hip-hop,playful|melancholic,0.703,0.663,0.485,120.5,-7.96,0.253,0.0,0.0,0.2,255421,0,1,4,86
Zp5Q2N8k0TfgPGcG3X9X8P,Neon Wave,Toma Cross,rock,energetic|melancholic|aggressive,0.401,0.785,0.784,145.2,-6.51,0.151,0.068,0.165,0.028,343392,7,1,4,12
pVmCyedDiYCDQUJ3TSFUAO,Crystal Bloom,Rio Marsh,folk,aggressive|chill,0.516,0.279,0.524,122.6,-10.13,0.0,1.0,0.176,0.383,248031,5,1,4,39
vXeDXdOjr6P705wPU9xP1Y,Silent Ghost,Talia Wells,r&b,playful,0.652,0.298,0.267,90.0,-7.26,0.066,0.454,0.001,0.171,167922,10,0,4,35
tJsaPbarwntsrz07l0kF9U,Radiant Shadow,Reo Marsh,electronic,energetic|tense,0.486,0.808,0.572,137.1,-9.08,0.066,0.102,0.417,0.145,202168,2,0,4,32
tZJsJkVY9FwKyxxMJFBX45,Faded Fire,Rio Vance,r&b,melancholic,0.478,0.558,0.417,86.0,-7.2,0.153,0.536,0.045,0.369,212104,2,0,4,33
1W4yRsLu23z4SyQQ9vzSAa,Neon Horizon,Mira Ryder,latin,happy|nostalgic,0.659,0.607,0.449,107.9,-1.31,0.03,0.331,0.089,0.07,219409,2,1,4,54
sStkBuRrLOuoC7cxE4ZwrN,Fading Dream,Iris Stone,indie,uplifting|aggressive,0.664,0.595,0.549,105.1,-10.73,0.054,0.284,0.089,0.016,221519,10,1,5,34
wa15SHMhtMd2HCBMKhZxDr,Sweet Horizon,The Citys,pop,playful|happy,0.896,0.683,0.678,106.9,-6.17,0.127,0.104,0.0,0.129,259485,1,1,4,35
GsDukkGYexveuzl1OtNNoV,Restless Shadow,Wren Marsh,folk,chill,0.639,0.366,0.374,104.4,-13.64,0.024,0.873,0.029,0.0,143524,4,0,4,41
8GtyOH6xGZ8vDA9bxbQ92Y,Crystal Garden,Reo Frost,pop,tense|playful,0.862,0.684,0.629,120.9,-0.56,0.014,0.249,0.115,0.249,219356,11,0,5,22
fS1ILmxHdxI5mdCy0IiR0a,Crystal Fire,Nadia Vance,blues,dreamy|chill,0.132,0.303,0.148,89.0,-9.52,0.05,0.447,0.317,0.093,332552,4,1,4,68
xcCbep8StiZlouUuVbrtSV,Midnight Ocean,Leo Cross,indie,happy|uplifting,0.473,0.65,0.619,112.7,-6.08,0.056,0.392,0.346,0.072,200953,8,1,5,15
cNk8RbhgNIGuvkzfFiHXSi,Restless Heart,The Ghosts,hip-hop,sad,0.924,0.653,0.59,108.9,-3.72,0.179,0.027,0.08,0.125,221368,9,1,3,52
dGQ8rL1wjv6qc3aVVnxQ59,Electric Star,Sena Ryder,metal,aggressive|playful,0.454,0.99,0.466,143.7,-4.48,0.001,0.0,0.106,0.187,205076,0,0,3,32
yzQOnlBBoQTVfGIiM9CG0P,Endless Ghost,Mira Stone,jazz,melancholic|chill,0.381,0.349,0.372,101.8,-10.96,0.0,0.265,0.214,0.122,202642,10,0,4,39
0wrYhAImXmh4qlhQTXtDlP,Lonely City,The Echos,blues,romantic|nostalgic,0.363,0.4,0.536,85.2,-7.97,0.069,0.768,0.0,0.068,181738,2,1,3,43
UVEN1aPqPjy702RBgRVpyP,Endless Light,Ezra Frost,classical,nostalgic|chill,0.295,0.265,0.325,88.9,-17.83,0.022,0.912,1.0,0.156,218628,11,1,5,35
vxXKZzuOkeVfE7F3UJ1bak,Bitter River,Wren Hale,hip-hop,tense,0.711,0.569,0.418,89.0,-11.78,0.235,0.0,0.003,0.162,270905,11,1,5,27
agbDDQiwRaihZcLI7vLndO,Hollow Horizon,Talia Hale,pop,tense|happy,0.545,0.8,0.726,111.2,-2.7,0.092,0.273,0.044,0.197,162119,9,0,4,32
8MmoZfDwB0emBm2hhxL6yP,Radiant Ocean,Ezra Reyes,classical,melancholic|playful,0.294,0.417,0.291,111.4,-20.95,0.11,0.923,0.706,0.083,257722,7,1,4,36
UrxT6SD95rgRiN8ZJBbUQT,Lonely Garden,Ava Lark,classical,sad|tense,0.212,0.253,0.617,107.8,-16.4,0.037,1.0,0.834,0.057,165470,7,0,5,53
IXDG8jXyvad2OnfVk7nx3s,Bitter Memory,Jax Lark,rock,uplifting|aggressive,0.759,0.774,0.555,120.6,-5.86,0.125,0.215,0.147,0.096,206301,10,1,4,15
QRf9cwSfIUvcPE9YKEYikG,Electric Heart,Leo Shaw,reggae,playful,1.0,0.504,0.686,96.4,-9.77,0.114,0.053,0.072,0.177,240505,9,0,3,28
KzbmoFrK9z3ekzL0aCiYUG,Golden Garden,Ezra Stone,metal,melancholic|uplifting,0.56,0.865,0.333,123.8,-5.53,0.127,0.112,0.058,0.247,230174,3,1,3,86
5f4M6qLknvNSTQkdlF3n8Q,Golden Rain,Reo Cross,rock,chill|happy,0.58,0.825,0.452,117.0,-6.03,0.0,0.048,0.0,0.182,208347,4,1,3,100
up8umwWR9sR4kVpBxQn7XE,Distant Ocean,Leo Marsh,jazz,aggressive|tense,0.512,0.486,0.494,132.4,-8.91,0.0,0.62,0.301,0.165,231280,1,0,4,37
J7KpPaf9Bhl9E7Mjtlyi6G,Broken Dream,Ava Shaw,hip-hop,romantic,0.733,0.697,0.526,95.9,-10.03,0.137,0.0,0.0,0.073,278417,5,1,4,81
XFdvwCVc1grp0Q3bjXC1Tz,Endless Bloom,Leo Marsh,metal,tense|energetic,0.373,1.0,0.01,144.6,-5.25,0.039,0.175,0.26,0.375,242145,0,0,4,43
EzsiApUoTnhmkwA0lf4lOD,Wild Dream,Ezra Vance,jazz,chill|aggressive,0.565,0.386,0.473,112.4,-12.55,0.036,0.534,0.313,0.266,226519,4,0,5,14
D4tzqJCOT1GldE2QL2vUT2,Silent Heart,Reo Vance,folk,tense,0.487,0.379,0.254,107.6,-9.23,0.12,0.424,0.153,0.269,219069,4,1,3,18
GgT9ADqogY3jhVIlDjwK2A,Endless Memory,Reo Lark,country,uplifting|romantic,0.522,0.728,0.846,108.1,-8.75,0.137,0.128,0.049,0.187,253933,10,0,4,60
DUSxrgxDNBhQqWjJ7loriS,Sweet Skyline,The Storms,reggae,playful|energetic,0.684,0.499,0.873,84.8,-9.56,0.095,0.494,0.16,0.092,160544,9,0,4,71
JOLydNKYTp3XMsFwIxNG9M,Lonely Rain,Mira Cross,classical,uplifting,0.44,0.06,0.437,117.0,-18.63,0.009,0.815,0.829,0.0,201505,10,1,4,58
xpR71yi7pBQaC0AJk3BoCs,Midnight Ghost,Wren Wells,folk,aggressive|tense,0.583,0.447,0.511,110.7,-9.83,0.135,0.898,0.159,0.226,237032,9,1,3,20
7a3arzAAdU316X0SxRkiS7,Hollow River,Mira Stone,latin,happy|playful,0.907,0.698,0.616,101.5,-5.95,0.017,0.209,0.0,0.134,246905,9,1,5,51
KousGMgTPb3kYTf2hqUb4L,Broken Road,Toma Blake,hip-hop,aggressive|energetic,0.941,0.745,0.503,96.0,-6.85,0.151,0.337,0.041,0.022,244943,0,1,4,15
ojGGZ0PUFv4iuDB3ZI0Ew7,Neon Ghost,Iris Knox,metal,tense|happy|chill,0.303,0.66,0.785,130.5,-6.56,0.148,0.025,0.0,0.159,260278,0,0,4,77
67XtSLsPu0N87cuSn3DxYX,Wild Wave,Talia Lark,rock,tense,0.592,0.849,0.527,137.1,-7.77,0.053,0.226,0.0,0.286,198289,2,1,4,20
Li3y0SyB9LxX9R2UNGePHm,Restless Horizon,Talia Knox,indie,dreamy|tense,0.542,0.805,0.667,87.8,-7.9,0.032,0.44,0.072,0.133,211770,9,1,4,64
8jIzFqUgAYb7DpWfL73Hxc,Wild Garden,Mira Lark,hip-hop,aggressive|romantic,0.83,0.652,0.29,86.0,-6.42,0.253,0.197,0.0,0.223,227183,4,0,3,25
0cIHCcqsKfPAQbESm8bZjE,Distant Star,Talia Hale,hip-hop,tense|aggressive,0.873,0.534,0.705,104.4,-10.0,0.175,0.454,0.149,0.131,148367,7,1,3,28
TRllnn3BaAXSLqmXtCiLRB,Faded Memory,Leo Lark,pop,melancholic,0.798,0.853,0.54,112.3,-7.68,0.0,0.0,0.0,0.055,233152,4,1,4,23
OZa7RLqfSlx4tEitBnncWm,Fading Road,Ezra Vance,metal,energetic|romantic,0.433,0.864,0.416,134.8,-3.27,0.002,0.0,0.237,0.119,165282,2,1,4,21
oWS3RR10cBMxESdEhobVGb,Silent City,Wren Quinn,jazz,dreamy|tense|chill,0.393,0.404,0.799,103.2,-6.24,0.102,0.652,0.205,0.171,144963,9,1,3,51
Ueni40PXWI1cbcWgMvM49t,Midnight City,Reo Ryder,pop,happy|sad,0.783,0.519,0.652,104.3,-10.39,0.082,0.285,0.0,0.101,208038,1,0,3,31
NrG1sTPzfXUJdjHGjZnKGI,Fading Echo,Mira Blake,country,uplifting,0.58,0.442,0.65,109.2,-8.07,0.035,0.427,0.0,0.387,237183,6,0,3,69
Y10IgJjdXr6ei9WMV0ivc9,Hollow Wave,Rio Quinn,folk,playful,0.49,0.328,0.635,112.0,-10.37,0.049,0.726,0.218,0.29,202754,2,0,4,7
8J2FXarV39fZgxhATALvum,Radiant Shadow,Toma Blake,latin,dreamy,0.8,0.694,0.916,87.8,-9.04,0.122,0.13,0.368,0.121,222989,1,1,4,3
pNk7llHjhO99aih3w7jmrR,Bitter Rain,Iris Blake,jazz,sad|nostalgic,0.545,0.321,0.332,121.9,-8.69,0.011,0.519,0.687,0.182,219096,7,1,4,70
a4E55h1sLT9HDc1nC18HTq,Wild Ocean,Finn Shaw,classical,dreamy|sad|chill,0.321,0.201,0.471,92.6,-16.0,0.183,0.837,0.815,0.352,205470,0,0,4,31
XBChx1yQznyISuBHHQdYec,Faded Bloom,Reo Hale,indie,melancholic|energetic,0.564,0.603,0.429,110.0,-7.71,0.092,0.291,0.035,0.114,259310,10,0,3,49
i27nEbLXg8rtkQPIHqv0I5,Velvet Dream,Finn Vance,pop,melancholic|tense,0.709,0.762,0.58,126.6,-3.66,0.046,0.281,0.0,0.171,162533,11,1,4,60
YWTZRj55SHi00t5IxZRTG6,Golden Shadow,Iris Cade,folk,melancholic|chill,0.484,0.347,0.579,95.9,-8.82,0.104,0.814,0.206,0.187,232162,7,1,3,61
oM02rwmrwkn04HVxkhsA3h,Broken Dream,The Oceans,r&b,uplifting|romantic,0.599,0.531,0.508,90.3,-7.09,0.097,0.399,0.049,0.285,156986,1,1,4,35
AuTrwSWA9aowzyhNFmKUNy,Wild Dream,Nadia Lark,metal,playful|aggressive,0.397,0.803,0.525,149.6,-4.45,0.103,0.343,0.102,0.0,260243,8,0,4,33
Ke5j5TBASDh78EnJinnEMF,Electric Echo,Ava Quinn,metal,sad|aggressive|energetic,0.551,0.895,0.417,130.3,-2.29,0.036,0.117,0.101,0.195,230961,9,1,3,46
lgNh6jRt0ezPsrPDN8A3HI,Neon Fire,Rio Marsh,electronic,uplifting|aggressive,0.817,0.906,0.645,111.0,-4.93,0.108,0.145,0.204,0.224,276667,2,0,5,44
RHVHbYyf8EtFpGpVzYBNsF,Electric City,Ezra Ryder,folk,aggressive|chill,0.412,0.34,0.686,103.9,-11.2,0.065,0.694,0.235,0.163,245418,7,1,4,100
ViugA5WLh3oTO07bAI9ogT,Neon Bloom,The Citys,hip-hop,happy|energetic,0.695,0.721,0.564,80.2,-7.36,0.16,0.0,0.0,0.241,216238,9,0,4,63
h3F628caGE7XGemVlNL5fg,Electric River,Jax Shaw,rock,happy|uplifting,0.845,0.838,0.675,136.6,-8.14,0.033,0.342,0.095,0.219,260526,11,1,4,17
lrW8uZv6Ya6mOgBYp0cE8U,Lonely Echo,Toma Lark,reggae,playful|happy,0.756,0.618,0.664,86.8,-10.13,0.115,0.047,0.192,0.043,190144,11,0,3,21
2f1dSr2ibQCf1PcfVOwAoo,Faded River,Kai Knox,blues,dreamy|melancholic,0.407,0.599,0.242,98.7,-6.51,0.008,0.474,0.041,0.088,131537,8,0,4,39
SctKW7JIdAKtrcA9m4Die5,Velvet Light,Leo Frost,country,tense|happy,0.489,0.472,0.626,95.3,-5.6,0.128,0.439,0.157,0.064,215089,3,0,5,38
ncGgxReePobcfc7VvJOLUM,Electric River,Talia Ryder,jazz,chill|dreamy,0.468,0.324,0.49,105.7,-11.66,0.044,0.694,0.487,0.126,244080,4,0,4,32
vBuRAh103Ke1fYlMsPOTKa,Fading Heart,The Gardens,indie,playful|chill,0.638,0.527,0.471,125.1,-7.67,0.104,0.302,0.038,0.115,251773,3,0,4,53
NISwAl9DwCECQDJWmkeOV3,Bitter Ghost,Sena Hale,rock,sad|chill|romantic,0.635,0.587,0.32,142.1,-5.45,0.102,0.13,0.0,0.077,215551,4,1,4,52
756vdlhtkgFifNMH6M2Hio,Endless Shadow,Mira Marsh,reggae,playful|energetic,0.723,0.62,0.767,94.8,-11.16,0.128,0.292,0.16,0.082,192032,7,0,4,48
oZjs2IOrr4qrd6vgmQ1C3s,Sweet Star,Cole Lark,latin,tense|melancholic,0.983,0.813,0.877,133.4,-6.26,0.062,0.263,0.0,0.208,183665,0,1,4,70
Ui4fwn6QkH33lXYnpjYdfG,Hollow River,Nadia Quinn,pop,uplifting|aggressive,0.577,0.804,0.77,102.2,-5.58,0.129,0.0,0.091,0.273,231907,9,0,4,62
l0ZkFq4NmaR2d1VSoGQkY2,Radiant Ocean,Rio Cade,metal,sad|nostalgic,0.703,0.768,0.335,148.1,-5.08,0.077,0.0,0.163,0.028,196568,0,1,3,71
XbBmwKKOLMbYyCO2aioVg4,Endless Road,The Citys,latin,happy,0.838,0.532,0.733,99.2,-8.17,0.048,0.564,0.165,0.335,292491,0,0,4,52
VrEfmorfHgkMgSYTyWI9z5,Golden Ghost,Sena Wells,electronic,playful,0.828,0.663,0.764,138.9,0.0,0.038,0.0,0.473,0.179,253944,9,1,4,74
VWka87COzlx2EnfyMxB74j,Sweet Road,Nova Cade,folk,chill,0.171,0.316,0.321,101.4,-12.82,0.06,0.729,0.0,0.172,219422,9,0,5,45
ooFDMNXYCXR7O5NXVneTw4,Bitter Bloom,,folk,chill|melancholic,0.53,0.366,0.528,107.6,-3.99,0.0,1.0,0.241,0.224,225936,8,0,4,43
jLnKNQ7YgfKTAUX33G9TAl,Electric River,Rio Knox,reggae,melancholic|chill,0.567,0.761,0.583,97.5,-8.65,0.093,0.042,0.0,0.198,156233,2,0,4,46
L8bdeVb54o6H5aglg9ZKi5,Wild Rain,Sena Hale,reggae,sad,0.498,0.479,0.678,82.9,-7.67,0.033,0.103,0.164,0.128,-1000,6,1,4,21
1M3R42XcASVY2Iq0cdWufu,Burning Echo,Cole Blake,r&b,playful|energetic,0.672,0.655,0.276,90.0,-9.63,0.063,0.103,0.0,0.211,199743,9,0,3,47
JQVk0soix739yvaTKsSJsA,,Ava Hale,metal,aggressive,0.546,0.846,0.533,162.0,-2.44,0.066,0.0,0.0,0.18,224809,2,1,3,28
dPBhYfjh9YDUarWnEKAWwb,Sweet Rain,Iris Marsh,classical,playful|uplifting,0.305,0.421,0.338,102.7,-21.1,0.095,0.916,0.665,0.188,237287,2,1,3,42
dPUVZFqoDuReQDZZEFGt8i,Distant River,The Stars,r&b,romantic,0.738,0.487,0.492,101.4,-5.3,0.0,0.282,0.0,0.086,207511,6,1,4,36
DNEcBVy2KNMUxwfvYsdpY7,Silent Star,Finn Marsh,folk,romantic|chill,0.312,0.347,0.447,120.3,-13.66,0.071,0.769,0.0,0.22,180899,3,0,4,73
3hZUFXvuXLxGnKQ6HjfwCb,Faded Ocean,Ezra Cade,country,dreamy|aggressive,0.775,0.752,0.507,126.9,-1.93,0.052,0.0,0.0,0.193,205983,4,1,3,63
3ELaSJG5EV675TBIJXnGW9,Wild Wave,The Waves,country,happy|aggressive|dreamy,0.473,0.581,0.734,142.8,-6.52,0.111,0.353,0.0,0.159,111459,9,0,4,33
AjTzYqDZF0J8JdK6nT13BZ,Endless Ghost,Iris Shaw,country,sad|uplifting,0.741,0.543,0.315,111.1,-6.42,0.063,0.726,0.0,0.0,153201,10,0,5,96
8taZbNcoDi4itDktj0todw,Burning Wave,Ava Lark,hip-hop,melancholic,0.784,0.884,0.584,101.1,-2.25,0.173,0.171,0.047,0.207,188619,1,1,4,41
